Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Survey Type
MMR,,States,Hawaii,2017-18,95.6,16325,6.6,Stratified 2-stage cluster sample
MMR,,States,Idaho,2017-18,89.5,22553,99,Census
MMR,,States,Illinois,2017-18,95.2,144858,100,Census
MMR,,States,Indiana,2017-18,90.4,84296,96.4,Voluntary Response
MMR,,States,Iowa,2017-18,93,39632,100,Census
MMR,,States,Kansas,2017-18,89.1,38484,23.1,Stratified 2-stage cluster sample
MMR,,States,Kentucky,2017-18,92.6,55152,99,Census
MMR,,States,Louisiana,2017-18,96.1,58277,100,Census
MMR,,States,Maine,2017-18,94.3,13255,95.9,Census
MMR,,States,Maryland,2017-18,97.4,68528,98.5,Census
MMR,,States,Massachusetts,2017-18,96.3,63377,100,Census
MMR,,States,Michigan,2017-18,95,119028,100,Census
MMR,,States,Minnesota,2017-18,92.5,69807,98.1,Census
MMR,,States,Mississippi,2017-18,99.4,39284,100,Census
MMR,,States,Missouri,2017-18,95.2,73113,100,Census
MMR,,States,Montana,2017-18,93.2,12188,100,Census
MMR,,States,Nebraska,2017-18,96.2,26313,98.6,Census
MMR,,States,Nevada,2017-18,93,37178,4.8,Stratified 2-stage cluster sample
MMR,,States,New Hampshire,2017-18,92.4,12165,100,Census
MMR,,States,New Jersey,2017-18,96.1,107630,100,Census
MMR,,States,New Mexico,2017-18,94.8,26896,99.6,Stratified 2-stage cluster sample
MMR,,States,New York,2017-18,97.2,226456,100,Census
MMR,,States,North Carolina,2017-18,97,127197,90.9,Census
MMR,,States,North Dakota,2017-18,94.2,10365,99.4,Census
MMR,,States,Ohio,2017-18,92.1,138753,94.9,Census
MMR,,States,Oklahoma,2017-18,92.6,53898,92.1,Census (public). voluntary response (private)
MMR,,States,Oregon,2017-18,93.2,45818,100,Census
MMR,,States,Pennsylvania,2017-18,96.7,141571,93.3,Voluntary response
MMR,,National,United States,2017-18,95,,,NaN
MMR,,States,Rhode Island,2017-18,96.4,11025,100,Census
MMR,,States,South Carolina,2017-18,96.3,58458,27,Stratified 1-stage cluster sample
MMR,,States,South Dakota,2017-18,96.6,12125,99.9,Census
MMR,,States,Tennessee,2017-18,96.9,78743,100,Census
MMR,,States,Texas,2017-18,96.9,387981,99.4,Census
MMR,,National,U.S. Median,2017-18,94.3,,,NaN
MMR,,States,Utah,2017-18,93.4,48827,100,Census
MMR,,States,Vermont,2017-18,94.1,6255,100,Census
MMR,,States,Virginia,2017-18,95.5,100581,4.4,Stratified 2-stage cluster sample
MMR,,States,Washington,2017-18,90.6,85118,96.9,Census
MMR,,States,West Virginia,2017-18,98.4,19519,79.3,Voluntary response
MMR,,States,Wisconsin,2017-18,91.8,66178,2.3,Stratified 2-stage cluster sample
MMR,,States,Wyoming,2017-18,NA,,,Not conducted 
MMR,,States,Alabama,2018-19,90.6,77739,100,Census
MMR,,States,Arizona,2018-19,92.9,79981,100,Census
MMR,,States,Arkansas,2018-19,94.2,39257,95.4,Census (public). voluntary response (private)
MMR,,States,California,2018-19,96.5,568947,97.7,Census
MMR,,States,Colorado,2018-19,87.4,64191,100,Census
MMR,,States,Connecticut,2018-19,95.9,38230,100,Census
MMR,,States,Delaware,2018-19,97.8,10798,9.5,Stratified 2-stage cluster sample
MMR,,States,Florida,2018-19,93.8,224641,100,Census
MMR,,States,Georgia,2018-19,93.6,131275,100,Census
MMR,,States,Hawaii,2018-19,91.5,16051,6.7,Stratified 2-stage cluster sample
MMR,,States,Idaho,2018-19,89.5,22995,99,Census
MMR,,States,Illinois,2018-19,94.7,143876,100,Census
MMR,,States,Indiana,2018-19,91.2,82324,96.4,Census
MMR,,States,Iowa,2018-19,93.3,40624,100,Census
MMR,,States,Kansas,2018-19,90.8,37838,23.1,Stratified 2-stage cluster sample
MMR,,States,Kentucky,2018-19,93.4,55587,99,Census
MMR,,States,Louisiana,2018-19,95.5,56203,100,Census
MMR,,States,Maine,2018-19,93.8,13419,95.9,Census
MMR,,States,Maryland,2018-19,97.4,71431,100,Census
MMR,,States,Massachusetts,2018-19,96.9,65279,100,Census
MMR,,States,Michigan,2018-19,94.6,118632,100,Census
MMR,,States,Minnesota,2018-19,92.6,70085,98.1,Census
MMR,,States,Mississippi,2018-19,99.2,37775,100,Census
MMR,,States,Missouri,2018-19,94.8,72687,100,Census
MMR,,States,Montana,2018-19,93.3,12480,100,Census
MMR,,States,Nebraska,2018-19,96.9,26925,98.6,Census
MMR,,States,Nevada,2018-19,95.1,37971,4.8,Stratified 2-stage cluster sample
MMR,,States,New Hampshire,2018-19,91.8,12421,100,Census
MMR,,States,New Jersey,2018-19,95,109161,100,Census
MMR,,States,New Mexico,2018-19,96.1,25269,99.6,Census
MMR,,States,New York,2018-19,97.2,220495,100,Census
MMR,,States,North Carolina,2018-19,93.2,124343,90.9,Census (public). voluntary response (private)
MMR,,States,North Dakota,2018-19,93.6,10382,99.4,Census
MMR,,States,Ohio,2018-19,91.6,139679,94.9,Census (public). voluntary response (private)
MMR,,States,Oklahoma,2018-19,92.2,54806,92.1,Census (public). voluntary response (private)
MMR,,States,Oregon,2018-19,93,45870,100,Census
MMR,,States,Pennsylvania,2018-19,96.4,143560,93.3,Census (public). voluntary response (private)
MMR,,National,United States,2018-19,94.7,,,NaN
MMR,,States,Rhode Island,2018-19,97.4,10964,100,Census
MMR,,States,South Carolina,2018-19,94.2,58442,27,Stratified 1-stage cluster sample
MMR,,States,South Dakota,2018-19,96.2,12062,99.9,Census
MMR,,States,Tennessee,2018-19,96.5,78630,100,Census
MMR,,States,Texas,2018-19,96.9,390034,99.4,Census
MMR,,National,U.S. Median,2018-19,94.2,,,NaN
MMR,,States,Utah,2018-19,92.8,50179,100,Census
MMR,,States,Vermont,2018-19,93,6126,100,Census
MMR,,States,Virginia,2018-19,95,100394,4.4,Stratified 2-stage cluster sample
MMR,,States,Washington,2018-19,90.8,87510,96.9,Census
MMR,,States,West Virginia,2018-19,98.8,19442,79.3,Voluntary response
MMR,,States,Wisconsin,2018-19,92.6,66344,2.3,Stratified 2-stage cluster sample
MMR,,States,Wyoming,2018-19,95.1,7734,100,Census
MMR,,States,Alabama,2019-20,86.6,59477,94.9,Census
MMR,,States,Alaska,2019-20,,10381,82.7,Voluntary response
MMR,,States,Arizona,2019-20,92.8,83976,98.7,Census (public). voluntary response (private)
MMR,,States,Arkansas,2019-20,94.3,39510,96.2,Census (public). voluntary response (private)
MMR,,States,California,2019-20,96.5,566155,97.9,Census
MMR,,States,Colorado,2019-20,91.1,69088,98.2,Census
MMR,,States,Connecticut,2019-20,96.2,38888,100,Census
MMR,,States,Delaware,2019-20,NA,,,Not Conducted
MMR,,States,District of Columbia,2019-20,NA,,,Not Conducted
MMR,,States,Florida,2019-20,93.5,228298,100,Census
MMR,,States,Georgia,2019-20,93.1,130102,100,Census
MMR,,States,Hawaii,2019-20,89.7,15695,8.9,Stratified 2-stage cluster sample
MMR,,States,Idaho,2019-20,89.1,23301,98.5,Census
MMR,,States,Illinois,2019-20,96.6,145891,100,Census
MMR,,States,Indiana,2019-20,94.4,88253,65.7,Voluntary response
MMR,,States,Iowa,2019-20,93.2,40812,100,Census
MMR,,States,Kansas,2019-20,90,37865,34.3,Stratified 2-stage cluster sample
MMR,,States,Kentucky,2019-20,93.1,59233,92.9,Census
MMR,,States,Louisiana,2019-20,95.6,59685,100,Census
MMR,,States,Maine,2019-20,94.1,13450,99.6,Census 
MMR,,States,Maryland,2019-20,97.9,72443,98.3,Census (public). voluntary response (private)
MMR,,States,Massachusetts,2019-20,97.3,66756,100,Census
MMR,,States,Michigan,2019-20,94.8,120565,100,Census
MMR,,States,Minnesota,2019-20,92.6,71223,98.7,Census
MMR,,States,Mississippi,2019-20,99.1,37870,100,Census
MMR,,States,Missouri,2019-20,94.6,72324,100,Census
MMR,,States,Montana,2019-20,93.6,12501,100,Census
MMR,,States,Nebraska,2019-20,96.3,26893,96.7,Census
MMR,,States,Nevada,2019-20,95.4,37724,99.9,Census
MMR,,States,New Hampshire,2019-20,91.5,12447,100,Census
MMR,,States,New Jersey,2019-20,95.9,107900,100,Census
MMR,,States,New Mexico,2019-20,97,23087,100,Census
MMR,,States,New York,2019-20,98.6,234165,99.9,Census
MMR,,States,North Carolina,2019-20,95.5,124548,97.8,Census
MMR,,States,North Dakota,2019-20,94.8,10587,99.5,Census
MMR,,States,Ohio,2019-20,92.4,139103,98.8,Census
MMR,,States,Oklahoma,2019-20,93,55348,85.6,Voluntary response
MMR,,States,Oregon,2019-20,93.4,45959,100,Census
MMR,,States,Pennsylvania,2019-20,96.6,140197,98.8,Census
MMR,,National,United States,2019-20,95.2,,,NaN
MMR,,States,Rhode Island,2019-20,97.7,11219,98.5,Census
MMR,,States,South Carolina,2019-20,95,65938,27.5,Stratified 1-stage cluster sample
MMR,,States,South Dakota,2019-20,96,12367,99.8,Census
MMR,,States,Tennessee,2019-20,96.8,80595,100,Census
MMR,,States,Texas,2019-20,96.9,398680,99.6,Census
MMR,,National,U.S. Median,2019-20,94.6,,,NaN
MMR,,States,Utah,2019-20,92.7,49208,100,Census
MMR,,States,Vermont,2019-20,94.5,6293,100,Census
MMR,,States,Virginia,2019-20,94.6,99399,1.2,Stratified 2-stage cluster sample
MMR,,States,Washington,2019-20,94.4,87757,91.9,Census
MMR,,States,West Virginia,2019-20,98.2,17114,49.6,Voluntary response
MMR,,States,Wisconsin,2019-20,92.8,67391,2.6,Stratified 2-stage cluster sample
MMR,,States,Wyoming,2019-20,94.5,7913,100,Census
MMR,,States,Alabama,2020-21,94.7,56974,100,Census
MMR,,States,Arizona,2020-21,91.9,76382,92.4,Census (public). voluntary response (private)
MMR,,States,Arkansas,2020-21,93.2,37540,95.6,Census (public). voluntary response (private)
MMR,,States,California,2020-21,95.1,498214,97.5,Census
MMR,,States,Colorado,2020-21,90.5,63619,97.3,Census
MMR,,States,Connecticut,2020-21,95.3,34396,100,Census
MMR,,States,Delaware,2020-21,95.7,10587,9.2,Stratified 2-stage cluster sample
MMR,,States,District of Columbia,2020-21,78.9,8262,100,Census
MMR,,States,Florida,2020-21,93.3,207026,100,Census
MMR,,States,Georgia,2020-21,88.5,83191,100,Census
MMR,,States,Hawaii,2020-21,92.9,13074,9.3,Stratified 2-stage cluster sample
MMR,,States,Idaho,2020-21,86.5,22677,98.3,Census
MMR,,States,Illinois,2020-21,,,,Not Conducted
MMR,,States,Indiana,2020-21,93.1,78694,71.4,Voluntary response
MMR,,States,Iowa,2020-21,93.4,39141,100,Census
MMR,,States,Kansas,2020-21,92.6,34687,32.7,Stratified 2-stage cluster sample
MMR,,States,Kentucky,2020-21,88.9,59233,86.4,Census (public). voluntary response (private)
MMR,,States,Louisiana,2020-21,96.2,61912,100,Census
MMR,,States,Maine,2020-21,94.3,13477,85,Voluntary response (public). census (private)
MMR,,States,Maryland,2020-21,87.6,65764,75.6,Voluntary response
MMR,,States,Massachusetts,2020-21,95.9,60724,100,Census
MMR,,States,Michigan,2020-21,94.6,106657,100,Census
MMR,,States,Minnesota,2020-21,89.8,66007,95.2,Census
MMR,,States,Mississippi,2020-21,98.9,34028,100,Census
MMR,,States,Missouri,2020-21,92.6,63093,100,Census
MMR,,States,Montana,2020-21,92.9,11279,100,Census
MMR,,States,Nebraska,2020-21,95.5,25681,94.8,Census (public). voluntary response (private)
MMR,,States,Nevada,2020-21,96.1,34171,94.7,Census (public). voluntary response (private)
MMR,,States,New Hampshire,2020-21,90.8,10242,57,Voluntary response
MMR,,States,New Jersey,2020-21,94.3,100144,100,Census
MMR,,States,New Mexico,2020-21,95.7,20589,100,Census
MMR,,States,New York,2020-21,98.3,216804,91.5,Census (public). voluntary response (private)
MMR,,States,NY-City of New York,2020-21,97.4,91920,94.2,Census (public). voluntary response (private)
MMR,,States,North Carolina,2020-21,95.2,120995,89,Census (public). voluntary response (private)
MMR,,States,North Dakota,2020-21,93.3,10116,99.1,Census
MMR,,States,Ohio,2020-21,89.6,128535,91.1,Census (public). voluntary response (private)
MMR,,States,Oklahoma,2020-21,90.5,52656,90,Census (public). voluntary response (private)
MMR,,States,Oregon,2020-21,92.7,39568,100,Census
MMR,,States,Pennsylvania,2020-21,95.5,129307,95,Census (public). voluntary response (private)
MMR,,National,United States,2020-21,93.9,3510744,90.8,
MMR,,States,Rhode Island,2020-21,97,10402,93,Census
MMR,,States,South Carolina,2020-21,94.4,56330,26.5,Stratified 1-stage cluster sample
MMR,,States,South Dakota,2020-21,94.6,11512,99.9,Census
MMR,,States,Tennessee,2020-21,96.6,73819,100,Census
MMR,,States,Texas,2020-21,95.3,377840,98.9,Census
MMR,,States,TX-City of Houston,2020-21,83.7,39627,94.9,Census (public). voluntary response (private)
MMR,,National,U.S. Median,2020-21,93.7,3510744,90,
MMR,,States,Utah,2020-21,91.4,46247,100,Census
MMR,,States,Vermont,2020-21,94,5535,100,Census
MMR,,States,Virginia,2020-21,95.8,88273,2,Stratified 2-stage cluster sample
MMR,,States,Washington,2020-21,94.4,74931,100,Census
MMR,,States,West Virginia,2020-21,,,,Not Conducted
MMR,,States,Wisconsin,2020-21,87.2,63486,84.5,Voluntary response
MMR,,States,Wyoming,2020-21,90.2,6923,100,Census
MMR,,States,Alabama,2021-22,94.9,60332,100,Census
MMR,,States,Alaska,2021-22,78,9790,76.2,"Vol. response (pub.), not conducted (pvt.)"
MMR,,States,Arizona,2021-22,90.6,83463,97,Census
MMR,,States,Arkansas,2021-22,92.5,39358,96.3,"Census (pub.), vol. response (pvt.)"
MMR,,States,California,2021-22,96.3,512144,98.4,Census
MMR,,States,Colorado,2021-22,88.4,66900,97.5,Census
MMR,,States,Connecticut,2021-22,95.7,35451,100,Census
MMR,,States,Delaware,2021-22,96.4,11181,9.5,Stratified 2-stage cluster sample
MMR,,States,District of Columbia,2021-22,82,8959,100,Census
MMR,,States,Florida,2021-22,91.7,229432,97.8,Census
MMR,,States,Georgia,2021-22,83.2,118742,100,Census
MMR,,States,Hawaii,2021-22,94.3,13368,6.7,Stratified 2-stage cluster sample
MMR,,States,Idaho,2021-22,83.9,23854,99.6,Census
MMR,,States,Illinois,2021-22,92.1,137699,100,Census
MMR,,States,Indiana,2021-22,92.1,83198,75.1,Vol. response
MMR,,States,Iowa,2021-22,90.6,40111,100,Census
MMR,,States,Kansas,2021-22,91.1,36526,29.5,Stratified 1-stage cluster sample
MMR,,States,Kentucky,2021-22,86.5,59233,91.5,Census
MMR,,States,Louisiana,2021-22,93.7,66518,100,Census
MMR,,States,Maine,2021-22,96.7,12881,91.6,Census
MMR,,States,Maryland,2021-22,93.9,53866,98.4,Census
MMR,,States,Massachusetts,2021-22,96.2,65582,100,Census
MMR,,States,Michigan,2021-22,93.6,114251,100,Census
MMR,,States,Minnesota,2021-22,89,69403,98.7,Census
MMR,,States,Mississippi,2021-22,98.6,36524,100,Census
MMR,,States,Missouri,2021-22,91.6,71034,100,Census
MMR,,States,Nebraska,2021-22,96.2,25018,99.5,Census
MMR,,States,Nevada,2021-22,92.7,36855,99.2,"Census (pub.), vol. response (pvt.)"
MMR,,States,New Hampshire,2021-22,88.7,12157,100,Census
MMR,,States,New Jersey,2021-22,94.1,104240,100,Census
MMR,,States,New Mexico,2021-22,94.3,20736,100,Census
MMR,,States,New York,2021-22,98,195377,99.3,Census
MMR,,States,NY-City of New York,2021-22,97.3,82938,99.8,Census
MMR,,States,North Carolina,2021-22,96.1,118191,78.5,Vol. response
MMR,,States,North Dakota,2021-22,91.5,10755,96.6,Census
MMR,,States,Ohio,2021-22,88.3,139077,91.9,"Census (pub.), vol. response (pvt.)"
MMR,,States,Oklahoma,2021-22,90.9,54042,84.3,Vol. response
MMR,,States,Oregon,2021-22,93,41538,100,Census
MMR,,States,Pennsylvania,2021-22,95,139558,94.9,"Census (pub.), vol. response (pvt.)"
MMR,,National,United States,2021-22,93,3835130,92.2,
MMR,,States,Rhode Island,2021-22,97.3,11002,96.9,Census
MMR,,States,South Carolina,2021-22,92.7,58276,27.2,1-stage cluster sample
MMR,,States,South Dakota,2021-22,93.7,12251,100,Census
MMR,,States,Tennessee,2021-22,95.8,79120,100,Census
MMR,,States,Texas,2021-22,94,389037,99.3,Census
MMR,,States,TX-City of Houston,2021-22,88.2,40123,99.3,Census
MMR,,National,U.S. Median,2021-22,92.9,3835130,92.2,
MMR,,States,Utah,2021-22,90,48995,100,Census
MMR,,States,Vermont,2021-22,93.4,6126,100,Census
MMR,,States,Virginia,2021-22,95.5,95996,2.8,Stratified 2-stage cluster sample
MMR,,States,Washington,2021-22,92.5,87256,97.3,"Census (pub.), vol. response (pvt.)"
MMR,,States,West Virginia,2021-22,96.5,18070,85.5,Vol. response
MMR,,States,Wisconsin,2021-22,82.6,64275,96.8,"Census (pub.), vol. response (pvt.)"
MMR,,States,Wyoming,2021-22,92.9,7382,100,Census
"DTP, DTaP, or DT",,States,Alabama,2009-10,94,75358,100,Census
"DTP, DTaP, or DT",,States,Alaska,2009-10,NA,9641,76.4,Voluntary response
"DTP, DTaP, or DT",,States,Arizona,2009-10,95,89287,93.9,Census
"DTP, DTaP, or DT",,States,Arkansas,2009-10,97.5,34733,100,Census
"DTP, DTaP, or DT",,States,California,2009-10,93.1,507191,100,Census
"DTP, DTaP, or DT",,States,Colorado,2009-10,NA,,,Not conducted
"DTP, DTaP, or DT",,States,Connecticut,2009-10,98.5,46158,100,Census
"DTP, DTaP, or DT",,States,Delaware,2009-10,89.6,11327,9.2,Random sample
"DTP, DTaP, or DT",,States,District of Columbia,2009-10,NA,6092,100,Census
"DTP, DTaP, or DT",,States,Florida,2009-10,91.3,218630,100,Census
"DTP, DTaP, or DT",,States,Georgia,2009-10,99.9,141949,1.2,Random sample
"DTP, DTaP, or DT",,States,Hawaii,2009-10,NA,18427,6.4,Random sample
"DTP, DTaP, or DT",,States,Idaho,2009-10,86.8,22624,100,Census
"DTP, DTaP, or DT",,States,Illinois,2009-10,95.6,165845,100,Census
"DTP, DTaP, or DT",,States,Indiana,2009-10,91.1,84390,94.7,Census
"DTP, DTaP, or DT",,States,Iowa,2009-10,84.5,42698,100,Census
"DTP, DTaP, or DT",,States,Kansas,2009-10,97.1,39073,39.1,Stratified 1-stage sample  (Public).  Census (Private)
"DTP, DTaP, or DT",,States,Kentucky,2009-10,93.2,56526,92.9,Census
"DTP, DTaP, or DT",,States,Louisiana,2009-10,98,53846,100,Census
"DTP, DTaP, or DT",,States,Maine,2009-10,96.2,14162,75.3,Voluntary response
"DTP, DTaP, or DT",,States,Maryland,2009-10,99.6,75061,75,Voluntary response
"DTP, DTaP, or DT",,States,Massachusetts,2009-10,92.4,74476,100,Census
"DTP, DTaP, or DT",,States,Michigan,2009-10,96,129810,100,Census
"DTP, DTaP, or DT",,States,Minnesota,2009-10,94.3,70653,100,Census
"DTP, DTaP, or DT",,States,Mississippi,2009-10,99.7,46922,100,Census
"DTP, DTaP, or DT",,States,Missouri,2009-10,97.1,75958,3,Random sample
"DTP, DTaP, or DT",,States,Montana,2009-10,96.7,12335,98.8,Census
"DTP, DTaP, or DT",,States,Nebraska,2009-10,98.7,29607,96.4,Census
"DTP, DTaP, or DT",,States,Nevada,2009-10,97.9,35209,5.6,Random sample
"DTP, DTaP, or DT",,States,New Hampshire,2009-10,NA,,,Not conducted
"DTP, DTaP, or DT",,States,New Jersey,2009-10,NA,118347,95.1,Census
"DTP, DTaP, or DT",,States,New Mexico,2009-10,99,26318,2.2,Random sample
"DTP, DTaP, or DT",,States,New York,2009-10,98.3,229273,100,Census
"DTP, DTaP, or DT",,States,North Carolina,2009-10,NA,116087,96,Census
"DTP, DTaP, or DT",,States,North Dakota,2009-10,90.8,8323,6,Random sample
"DTP, DTaP, or DT",,States,Ohio,2009-10,87.9,131137,100,Census
"DTP, DTaP, or DT",,States,Oklahoma,2009-10,97.3,51128,88.9,Voluntary response
"DTP, DTaP, or DT",,States,Oregon,2009-10,93.9,44676,100,Census
"DTP, DTaP, or DT",,States,Pennsylvania,2009-10,,149656,100,Census
"DTP, DTaP, or DT",,National,United States,2009-10,95,,,NaN
"DTP, DTaP, or DT",,States,Rhode Island,2009-10,90.3,11818,11.6,Random sample
"DTP, DTaP, or DT",,States,South Carolina,2009-10,86.7,53725,10.2,Random sample
"DTP, DTaP, or DT",,States,South Dakota,2009-10,97.9,11499,100,Census
"DTP, DTaP, or DT",,States,Tennessee,2009-10,97.4,90811,88.1,Voluntary response
"DTP, DTaP, or DT",,States,Texas,2009-10,97.7,381425,98.3,Census
"DTP, DTaP, or DT",,National,U.S. Median,2009-10,96.1,,,NaN
"DTP, DTaP, or DT",,States,Utah,2009-10,97.5,49957,100,Census
"DTP, DTaP, or DT",,States,Vermont,2009-10,91.8,6713,100,Census
"DTP, DTaP, or DT",,States,Virginia,2009-10,98.4,100891,4.4,Random sample
"DTP, DTaP, or DT",,States,Washington,2009-10,91.6,81511,93.3,Census
"DTP, DTaP, or DT",,States,West Virginia,2009-10,91.9,22730,86.7,Voluntary response
"DTP, DTaP, or DT",,States,Wisconsin,2009-10,97.3,61095,2.3,Random sample
"DTP, DTaP, or DT",,States,Wyoming,2009-10,NA,,,Not conducted
"DTP, DTaP, or DT",,States,Alabama,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Alaska,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Arizona,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Arkansas,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,California,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Colorado,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Connecticut,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Delaware,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,District of Columbia,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Florida,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Georgia,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Hawaii,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Idaho,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Illinois,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Indiana,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Iowa,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Kansas,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Kentucky,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Louisiana,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Maine,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Maryland,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Massachusetts,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Michigan,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Minnesota,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Mississippi,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Missouri,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Montana,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Nebraska,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,Nevada,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,New Hampshire,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,New Jersey,2010-11,NA,,,NA
"DTP, DTaP, or DT",,States,New Mexico,2010-11,NA,,,NA
