Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),Population Size
Seasonal Influenza,States,Louisiana,2010-11,All Residents,>=18 Years,77.3,35849
Seasonal Influenza,States,Maine,2010-11,All Residents,>=18 Years,80.7,13104
Seasonal Influenza,States,Maryland,2010-11,All Residents,>=18 Years,73.2,49235
Seasonal Influenza,States,Massachusetts,2010-11,All Residents,>=18 Years,80.4,81643
Seasonal Influenza,States,Michigan,2010-11,All Residents,>=18 Years,74.1,79099
Seasonal Influenza,States,Minnesota,2010-11,All Residents,>=18 Years,86.1,52795
Seasonal Influenza,States,Mississippi,2010-11,All Residents,>=18 Years,79.8,23831
Seasonal Influenza,States,Missouri,2010-11,All Residents,>=18 Years,78.6,61131
Seasonal Influenza,States,Montana,2010-11,All Residents,>=18 Years,81.7,8014
Seasonal Influenza,States,Nebraska,2010-11,All Residents,>=18 Years,84.6,20892
Seasonal Influenza,States,Nevada,2010-11,All Residents,>=18 Years,54.9,11256
Seasonal Influenza,States,New Hampshire,2010-11,All Residents,>=18 Years,82,12017
Seasonal Influenza,States,New Jersey,2010-11,All Residents,>=18 Years,74.7,90497
Seasonal Influenza,States,New Mexico,2010-11,All Residents,>=18 Years,71.6,10097
Seasonal Influenza,States,New York,2010-11,All Residents,>=18 Years,80.2,184201
Seasonal Influenza,States,North Carolina,2010-11,All Residents,>=18 Years,75.4,69741
Seasonal Influenza,States,North Dakota,2010-11,All Residents,>=18 Years,86.1,8329
Seasonal Influenza,States,Ohio,2010-11,All Residents,>=18 Years,73,145593
Seasonal Influenza,States,Oklahoma,2010-11,All Residents,>=18 Years,81.6,29630
Seasonal Influenza,States,Oregon,2010-11,All Residents,>=18 Years,74,18900
Seasonal Influenza,States,Pennsylvania,2010-11,All Residents,>=18 Years,79.5,146717
Seasonal Influenza,HHS Regions/National,United States,2010-11,All Residents,>=18 Years,75.4,2530382
Seasonal Influenza,HHS Regions/National,Region 1,2010-11,All Residents,>=18 Years,79.3,173798
Seasonal Influenza,HHS Regions/National,Region 2,2010-11,All Residents,>=18 Years,78.4,274698
Seasonal Influenza,HHS Regions/National,Region 3,2010-11,All Residents,>=18 Years,77.9,279714
Seasonal Influenza,HHS Regions/National,Region 4,2010-11,All Residents,>=18 Years,70.8,473955
Seasonal Influenza,HHS Regions/National,Region 5,2010-11,All Residents,>=18 Years,75.2,527585
Seasonal Influenza,HHS Regions/National,Region 6,2010-11,All Residents,>=18 Years,75.7,252241
Seasonal Influenza,HHS Regions/National,Region 7,2010-11,All Residents,>=18 Years,82.3,148163
Seasonal Influenza,HHS Regions/National,Region 8,2010-11,All Residents,>=18 Years,79,73431
Seasonal Influenza,HHS Regions/National,Region 9,2010-11,All Residents,>=18 Years,70,258071
Seasonal Influenza,States,Rhode Island,2010-11,All Residents,>=18 Years,79.6,14027
Seasonal Influenza,States,South Carolina,2010-11,All Residents,>=18 Years,81,31100
Seasonal Influenza,States,South Dakota,2010-11,All Residents,>=18 Years,88,9220
Seasonal Influenza,States,Tennessee,2010-11,All Residents,>=18 Years,77.5,54903
Seasonal Influenza,States,Texas,2010-11,All Residents,>=18 Years,72.6,149999
Seasonal Influenza,HHS Regions/National,Region 10,2010-11,All Residents,>=18 Years,75.8,68726
Seasonal Influenza,States,Utah,2010-11,All Residents,>=18 Years,75.8,13195
Seasonal Influenza,States,Vermont,2010-11,All Residents,>=18 Years,82.4,5254
Seasonal Influenza,States,Virginia,2010-11,All Residents,>=18 Years,78.2,55295
Seasonal Influenza,States,Washington,2010-11,All Residents,>=18 Years,76.5,39825
Seasonal Influenza,States,West Virginia,2010-11,All Residents,>=18 Years,78.7,16398
Seasonal Influenza,States,Wisconsin,2010-11,All Residents,>=18 Years,82.2,54443
Seasonal Influenza,States,Wyoming,2010-11,All Residents,>=18 Years,81.4,3775
Seasonal Influenza,States,Alabama,2011-12,All Residents,>=18 Years,75,39673
Seasonal Influenza,States,Alaska,2011-12,All Residents,>=18 Years,84.4,896
Seasonal Influenza,States,Arizona,2011-12,All Residents,>=18 Years,69.3,32810
Seasonal Influenza,States,Arkansas,2011-12,All Residents,>=18 Years,87.9,26729
Seasonal Influenza,States,California,2011-12,All Residents,>=18 Years,72.8,212260
Seasonal Influenza,States,Colorado,2011-12,All Residents,>=18 Years,76.3,31205
Seasonal Influenza,States,Connecticut,2011-12,All Residents,>=18 Years,79.7,47518
Seasonal Influenza,States,Delaware,2011-12,All Residents,>=18 Years,83.4,7971
Seasonal Influenza,States,District of Columbia,2011-12,All Residents,>=18 Years,69.7,4240
Seasonal Influenza,States,Florida,2011-12,All Residents,>=18 Years,59.6,160157
Seasonal Influenza,States,Georgia,2011-12,All Residents,>=18 Years,77.9,55431
Seasonal Influenza,States,Hawaii,2011-12,All Residents,>=18 Years,83.8,6918
Seasonal Influenza,States,Idaho,2011-12,All Residents,>=18 Years,74.9,8957
Seasonal Influenza,States,Illinois,2011-12,All Residents,>=18 Years,72.9,127730
Seasonal Influenza,States,Indiana,2011-12,All Residents,>=18 Years,77.3,67176
Seasonal Influenza,States,Iowa,2011-12,All Residents,>=18 Years,88.1,37284
Seasonal Influenza,States,Kansas,2011-12,All Residents,>=18 Years,82.4,28755
Seasonal Influenza,States,Kentucky,2011-12,All Residents,>=18 Years,77.5,40846
Seasonal Influenza,States,Louisiana,2011-12,All Residents,>=18 Years,79.1,36357
Seasonal Influenza,States,Maine,2011-12,All Residents,>=18 Years,83.4,12877
Seasonal Influenza,States,Maryland,2011-12,All Residents,>=18 Years,74.8,49397
Seasonal Influenza,States,Massachusetts,2011-12,All Residents,>=18 Years,82.2,81495
Seasonal Influenza,States,Michigan,2011-12,All Residents,>=18 Years,75.5,79400
Seasonal Influenza,States,Minnesota,2011-12,All Residents,>=18 Years,86.4,52053
Seasonal Influenza,States,Mississippi,2011-12,All Residents,>=18 Years,80.2,23906
Seasonal Influenza,States,Missouri,2011-12,All Residents,>=18 Years,80.5,62098
Seasonal Influenza,States,Montana,2011-12,All Residents,>=18 Years,83,7729
Seasonal Influenza,States,Nebraska,2011-12,All Residents,>=18 Years,85.5,20597
Seasonal Influenza,States,Nevada,2011-12,All Residents,>=18 Years,51.4,11801
Seasonal Influenza,States,New Hampshire,2011-12,All Residents,>=18 Years,85.2,12089
Seasonal Influenza,States,New Jersey,2011-12,All Residents,>=18 Years,77.2,91472
Seasonal Influenza,States,New Mexico,2011-12,All Residents,>=18 Years,72.3,10405
Seasonal Influenza,States,New York,2011-12,All Residents,>=18 Years,80.5,182771
Seasonal Influenza,States,North Carolina,2011-12,All Residents,>=18 Years,76.8,70452
Seasonal Influenza,States,North Dakota,2011-12,All Residents,>=18 Years,86.5,8371
Seasonal Influenza,States,Ohio,2011-12,All Residents,>=18 Years,74.2,145777
Seasonal Influenza,States,Oklahoma,2011-12,All Residents,>=18 Years,83.3,29831
Seasonal Influenza,States,Oregon,2011-12,All Residents,>=18 Years,76.7,18883
Seasonal Influenza,States,Pennsylvania,2011-12,All Residents,>=18 Years,81.2,146292
Seasonal Influenza,HHS Regions/National,United States,2011-12,All Residents,>=18 Years,76.8,2541893
Seasonal Influenza,HHS Regions/National,Region 1,2011-12,All Residents,>=18 Years,81.8,173173
Seasonal Influenza,HHS Regions/National,Region 2,2011-12,All Residents,>=18 Years,79.4,274243
Seasonal Influenza,HHS Regions/National,Region 3,2011-12,All Residents,>=18 Years,79.6,280397
Seasonal Influenza,HHS Regions/National,Region 4,2011-12,All Residents,>=18 Years,71.9,476397
Seasonal Influenza,HHS Regions/National,Region 5,2011-12,All Residents,>=18 Years,76.7,526307
Seasonal Influenza,HHS Regions/National,Region 6,2011-12,All Residents,>=18 Years,77,256744
Seasonal Influenza,HHS Regions/National,Region 7,2011-12,All Residents,>=18 Years,83.5,148734
Seasonal Influenza,HHS Regions/National,Region 8,2011-12,All Residents,>=18 Years,80,73786
Seasonal Influenza,HHS Regions/National,Region 9,2011-12,All Residents,>=18 Years,71.7,263789
Seasonal Influenza,States,Rhode Island,2011-12,All Residents,>=18 Years,81.3,13999
Seasonal Influenza,States,South Carolina,2011-12,All Residents,>=18 Years,81.3,31083
Seasonal Influenza,States,South Dakota,2011-12,All Residents,>=18 Years,89.4,9068
Seasonal Influenza,States,Tennessee,2011-12,All Residents,>=18 Years,79.6,54849
Seasonal Influenza,States,Texas,2011-12,All Residents,>=18 Years,73.8,153422
Seasonal Influenza,HHS Regions/National,Region 10,2011-12,All Residents,>=18 Years,77.4,68323
Seasonal Influenza,States,Utah,2011-12,All Residents,>=18 Years,76.2,13746
Seasonal Influenza,States,Vermont,2011-12,All Residents,>=18 Years,85.9,5195
Seasonal Influenza,States,Virginia,2011-12,All Residents,>=18 Years,79.3,56107
Seasonal Influenza,States,Washington,2011-12,All Residents,>=18 Years,78.1,39587
Seasonal Influenza,States,West Virginia,2011-12,All Residents,>=18 Years,81.9,16390
Seasonal Influenza,States,Wisconsin,2011-12,All Residents,>=18 Years,83.9,54171
Seasonal Influenza,States,Wyoming,2011-12,All Residents,>=18 Years,80.9,3667
Seasonal Influenza,States,Alabama,2012-13,All Residents,>=18 Years,74.7,40412
Seasonal Influenza,States,Alaska,2012-13,All Residents,>=18 Years,81.7,895
Seasonal Influenza,States,Arizona,2012-13,All Residents,>=18 Years,66,34399
Seasonal Influenza,States,Arkansas,2012-13,All Residents,>=18 Years,88.3,27168
Seasonal Influenza,States,California,2012-13,All Residents,>=18 Years,73.4,219453
Seasonal Influenza,States,Colorado,2012-13,All Residents,>=18 Years,77.9,31743
Seasonal Influenza,States,Connecticut,2012-13,All Residents,>=18 Years,80.5,47105
Seasonal Influenza,States,Delaware,2012-13,All Residents,>=18 Years,82.6,8076
Seasonal Influenza,States,District of Columbia,2012-13,All Residents,>=18 Years,70.8,4243
Seasonal Influenza,States,Florida,2012-13,All Residents,>=18 Years,59.1,165025
Seasonal Influenza,States,Georgia,2012-13,All Residents,>=18 Years,77.2,56002
Seasonal Influenza,States,Hawaii,2012-13,All Residents,>=18 Years,79.9,6799
Seasonal Influenza,States,Idaho,2012-13,All Residents,>=18 Years,74.4,8884
Seasonal Influenza,States,Illinois,2012-13,All Residents,>=18 Years,73.9,128498
Seasonal Influenza,States,Indiana,2012-13,All Residents,>=18 Years,77.8,68434
Seasonal Influenza,States,Iowa,2012-13,All Residents,>=18 Years,87.8,37632
Seasonal Influenza,States,Kansas,2012-13,All Residents,>=18 Years,83,28854
Seasonal Influenza,States,Kentucky,2012-13,All Residents,>=18 Years,79.2,41074
Seasonal Influenza,States,Louisiana,2012-13,All Residents,>=18 Years,79.1,37055
Seasonal Influenza,States,Maine,2012-13,All Residents,>=18 Years,84.1,13226
Seasonal Influenza,States,Maryland,2012-13,All Residents,>=18 Years,75.7,50377
Seasonal Influenza,States,Massachusetts,2012-13,All Residents,>=18 Years,82.7,82686
Seasonal Influenza,States,Michigan,2012-13,All Residents,>=18 Years,75.6,81099
Seasonal Influenza,States,Minnesota,2012-13,All Residents,>=18 Years,85.7,52573
Seasonal Influenza,States,Mississippi,2012-13,All Residents,>=18 Years,78.8,24513
Seasonal Influenza,States,Missouri,2012-13,All Residents,>=18 Years,80.7,62493
Seasonal Influenza,States,Montana,2012-13,All Residents,>=18 Years,82.3,7866
Seasonal Influenza,States,Nebraska,2012-13,All Residents,>=18 Years,85.5,20685
Seasonal Influenza,States,Nevada,2012-13,All Residents,>=18 Years,53.7,11868
Seasonal Influenza,States,New Hampshire,2012-13,All Residents,>=18 Years,85.3,12017
Seasonal Influenza,States,New Jersey,2012-13,All Residents,>=18 Years,77.4,93840
Seasonal Influenza,States,New Mexico,2012-13,All Residents,>=18 Years,72.6,10737
Seasonal Influenza,States,New York,2012-13,All Residents,>=18 Years,80.1,184487
Seasonal Influenza,States,North Carolina,2012-13,All Residents,>=18 Years,74.4,72009
Seasonal Influenza,States,North Dakota,2012-13,All Residents,>=18 Years,86.7,8137
Seasonal Influenza,States,Ohio,2012-13,All Residents,>=18 Years,74.3,146107
Seasonal Influenza,States,Oklahoma,2012-13,All Residents,>=18 Years,83.3,30106
Seasonal Influenza,States,Oregon,2012-13,All Residents,>=18 Years,76.5,19298
Seasonal Influenza,States,Pennsylvania,2012-13,All Residents,>=18 Years,81.6,148664
Seasonal Influenza,HHS Regions/National,United States,2012-13,All Residents,>=18 Years,76.7,2586703
Seasonal Influenza,HHS Regions/National,Region 1,2012-13,All Residents,>=18 Years,82.6,174431
Seasonal Influenza,HHS Regions/National,Region 2,2012-13,All Residents,>=18 Years,79.2,278327
Seasonal Influenza,HHS Regions/National,Region 3,2012-13,All Residents,>=18 Years,79.7,285359
Seasonal Influenza,HHS Regions/National,Region 4,2012-13,All Residents,>=18 Years,71.1,487828
Seasonal Influenza,HHS Regions/National,Region 5,2012-13,All Residents,>=18 Years,77.1,531203
Seasonal Influenza,HHS Regions/National,Region 6,2012-13,All Residents,>=18 Years,76.5,263542
Seasonal Influenza,HHS Regions/National,Region 7,2012-13,All Residents,>=18 Years,83.6,149664
Seasonal Influenza,HHS Regions/National,Region 8,2012-13,All Residents,>=18 Years,80.5,74658
Seasonal Influenza,HHS Regions/National,Region 9,2012-13,All Residents,>=18 Years,71.8,272519
Seasonal Influenza,States,Rhode Island,2012-13,All Residents,>=18 Years,83.9,14230
Seasonal Influenza,States,South Carolina,2012-13,All Residents,>=18 Years,80.7,32155
Seasonal Influenza,States,South Dakota,2012-13,All Residents,>=18 Years,89.4,9004
Seasonal Influenza,States,Tennessee,2012-13,All Residents,>=18 Years,78.3,56638
Seasonal Influenza,States,Texas,2012-13,All Residents,>=18 Years,72.9,158476
Seasonal Influenza,HHS Regions/National,Region 10,2012-13,All Residents,>=18 Years,77.3,69172
Seasonal Influenza,States,Utah,2012-13,All Residents,>=18 Years,75.8,14225
Seasonal Influenza,States,Vermont,2012-13,All Residents,>=18 Years,85,5167
Seasonal Influenza,States,Virginia,2012-13,All Residents,>=18 Years,78.3,57618
Seasonal Influenza,States,Washington,2012-13,All Residents,>=18 Years,78.3,40095
Seasonal Influenza,States,West Virginia,2012-13,All Residents,>=18 Years,81.6,16381
Seasonal Influenza,States,Wisconsin,2012-13,All Residents,>=18 Years,85.2,54492
Seasonal Influenza,States,Wyoming,2012-13,All Residents,>=18 Years,81.6,3683
Seasonal Influenza,States,Alabama,2013-14,All Residents,>=18 Years,73.9,40383
Seasonal Influenza,States,Alaska,2013-14,All Residents,>=18 Years,82.8,948
Seasonal Influenza,States,Arizona,2013-14,All Residents,>=18 Years,64.6,34816
Seasonal Influenza,States,Arkansas,2013-14,All Residents,>=18 Years,87.9,26954
Seasonal Influenza,States,California,2013-14,All Residents,>=18 Years,74,218294
Seasonal Influenza,States,Colorado,2013-14,All Residents,>=18 Years,77.4,32072
Seasonal Influenza,States,Connecticut,2013-14,All Residents,>=18 Years,80.7,46378
Seasonal Influenza,States,Delaware,2013-14,All Residents,>=18 Years,83.5,8358
Seasonal Influenza,States,District of Columbia,2013-14,All Residents,>=18 Years,66.9,4208
Seasonal Influenza,States,Florida,2013-14,All Residents,>=18 Years,57.4,164961
Seasonal Influenza,States,Georgia,2013-14,All Residents,>=18 Years,75.8,56039
Seasonal Influenza,States,Hawaii,2013-14,All Residents,>=18 Years,78.3,7070
Seasonal Influenza,States,Idaho,2013-14,All Residents,>=18 Years,71.9,8657
Seasonal Influenza,States,Illinois,2013-14,All Residents,>=18 Years,74.8,127404
Seasonal Influenza,States,Indiana,2013-14,All Residents,>=18 Years,78.2,68114
Seasonal Influenza,States,Iowa,2013-14,All Residents,>=18 Years,87.2,37591
Seasonal Influenza,States,Kansas,2013-14,All Residents,>=18 Years,82.3,29057
Seasonal Influenza,States,Kentucky,2013-14,All Residents,>=18 Years,78.2,40785
Seasonal Influenza,States,Louisiana,2013-14,All Residents,>=18 Years,79.2,37214
Seasonal Influenza,States,Maine,2013-14,All Residents,>=18 Years,83.8,13043
Seasonal Influenza,States,Maryland,2013-14,All Residents,>=18 Years,75.8,50381
Seasonal Influenza,States,Massachusetts,2013-14,All Residents,>=18 Years,83,81513
Seasonal Influenza,States,Michigan,2013-14,All Residents,>=18 Years,75.9,82062
Seasonal Influenza,States,Minnesota,2013-14,All Residents,>=18 Years,85.2,51344
Seasonal Influenza,States,Mississippi,2013-14,All Residents,>=18 Years,77.4,24573
Seasonal Influenza,States,Missouri,2013-14,All Residents,>=18 Years,81.3,62351
Seasonal Influenza,States,Montana,2013-14,All Residents,>=18 Years,81.7,8007
Seasonal Influenza,States,Nebraska,2013-14,All Residents,>=18 Years,85.3,20302
Seasonal Influenza,States,Nevada,2013-14,All Residents,>=18 Years,52.7,12022
Seasonal Influenza,States,New Hampshire,2013-14,All Residents,>=18 Years,85.7,11873
Seasonal Influenza,States,New Jersey,2013-14,All Residents,>=18 Years,77.8,91965
Seasonal Influenza,States,New Mexico,2013-14,All Residents,>=18 Years,70.8,10909
Seasonal Influenza,States,New York,2013-14,All Residents,>=18 Years,81,182459
Seasonal Influenza,States,North Carolina,2013-14,All Residents,>=18 Years,74.1,72277
Seasonal Influenza,States,North Dakota,2013-14,All Residents,>=18 Years,85.6,8005
Seasonal Influenza,States,Ohio,2013-14,All Residents,>=18 Years,74.5,144473
Seasonal Influenza,States,Oklahoma,2013-14,All Residents,>=18 Years,83.1,29572
Seasonal Influenza,States,Oregon,2013-14,All Residents,>=18 Years,77.6,19870
Seasonal Influenza,States,Pennsylvania,2013-14,All Residents,>=18 Years,81.6,146594
Seasonal Influenza,HHS Regions/National,United States,2013-14,All Residents,>=18 Years,76.5,2574900
Seasonal Influenza,HHS Regions/National,Region 1,2013-14,All Residents,>=18 Years,82.7,172199
Seasonal Influenza,HHS Regions/National,Region 2,2013-14,All Residents,>=18 Years,79.9,274424
Seasonal Influenza,HHS Regions/National,Region 3,2013-14,All Residents,>=18 Years,79.6,283658
Seasonal Influenza,HHS Regions/National,Region 4,2013-14,All Residents,>=18 Years,69.9,487413
Seasonal Influenza,HHS Regions/National,Region 5,2013-14,All Residents,>=18 Years,77.4,526640
Seasonal Influenza,HHS Regions/National,Region 6,2013-14,All Residents,>=18 Years,75.4,264721
Seasonal Influenza,HHS Regions/National,Region 7,2013-14,All Residents,>=18 Years,83.5,149301
Seasonal Influenza,HHS Regions/National,Region 8,2013-14,All Residents,>=18 Years,80.2,74791
Seasonal Influenza,HHS Regions/National,Region 9,2013-14,All Residents,>=18 Years,71.9,272202
Seasonal Influenza,States,Rhode Island,2013-14,All Residents,>=18 Years,83.7,14347
Seasonal Influenza,States,South Carolina,2013-14,All Residents,>=18 Years,79.2,32305
