Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States,Oklahoma,2016-17,Adult Students/Trainees and Volunteers,91.6,,"15,148"
Seasonal Influenza,States,Oregon,2016-17,Adult Students/Trainees and Volunteers,70.8,,"13,746"
Seasonal Influenza,States,Pennsylvania,2016-17,Adult Students/Trainees and Volunteers,90.3,,"62,963"
Seasonal Influenza,National,United States,2016-17,Adult Students/Trainees and Volunteers,87.8,,"1,187,142"
Seasonal Influenza,States,Rhode Island,2016-17,Adult Students/Trainees and Volunteers,98.4,,"4,750"
Seasonal Influenza,States,South Carolina,2016-17,Adult Students/Trainees and Volunteers,87.4,,"16,432"
Seasonal Influenza,States,South Dakota,2016-17,Adult Students/Trainees and Volunteers,91.4,,"3,450"
Seasonal Influenza,States,Tennessee,2016-17,Adult Students/Trainees and Volunteers,92.8,,"27,001"
Seasonal Influenza,States,Texas,2016-17,Adult Students/Trainees and Volunteers,88.7,,"64,854"
Seasonal Influenza,States,Utah,2016-17,Adult Students/Trainees and Volunteers,91.3,,"11,355"
Seasonal Influenza,States,Vermont,2016-17,Adult Students/Trainees and Volunteers,64,,"2,749"
Seasonal Influenza,States,Virginia,2016-17,Adult Students/Trainees and Volunteers,89.6,,"25,638"
Seasonal Influenza,States,Washington,2016-17,Adult Students/Trainees and Volunteers,90.9,,"24,470"
Seasonal Influenza,States,West Virginia,2016-17,Adult Students/Trainees and Volunteers,94.6,,"7,982"
Seasonal Influenza,States,Wisconsin,2016-17,Adult Students/Trainees and Volunteers,93.7,,"36,055"
Seasonal Influenza,States,Wyoming,2016-17,Adult Students/Trainees and Volunteers,82.9,,"2,729"
Seasonal Influenza,States,Alabama,2017-18,Adult Students/Trainees and Volunteers,91.6,,"17,497"
Seasonal Influenza,States,Alaska,2017-18,Adult Students/Trainees and Volunteers,63.6,,"2,806"
Seasonal Influenza,States,Arizona,2017-18,Adult Students/Trainees and Volunteers,87.8,,"18,439"
Seasonal Influenza,States,Arkansas,2017-18,Adult Students/Trainees and Volunteers,85.6,,"13,213"
Seasonal Influenza,States,California,2017-18,Adult Students/Trainees and Volunteers,84.3,,"113,023"
Seasonal Influenza,States,Colorado,2017-18,Adult Students/Trainees and Volunteers,98.1,,"14,995"
Seasonal Influenza,States,Connecticut,2017-18,Adult Students/Trainees and Volunteers,96.2,,"10,910"
Seasonal Influenza,States,Delaware,2017-18,Adult Students/Trainees and Volunteers,87.2,,"4,249"
Seasonal Influenza,States,District of Columbia,2017-18,Adult Students/Trainees and Volunteers,93.9,,"2,015"
Seasonal Influenza,States,Florida,2017-18,Adult Students/Trainees and Volunteers,86.1,,"84,422"
Seasonal Influenza,States,Georgia,2017-18,Adult Students/Trainees and Volunteers,94.4,,"23,631"
Seasonal Influenza,States,Hawaii,2017-18,Adult Students/Trainees and Volunteers,90.9,,"3,805"
Seasonal Influenza,States,Idaho,2017-18,Adult Students/Trainees and Volunteers,93.8,,"6,205"
Seasonal Influenza,States,Illinois,2017-18,Adult Students/Trainees and Volunteers,91.9,,"54,371"
Seasonal Influenza,States,Indiana,2017-18,Adult Students/Trainees and Volunteers,91.7,,"30,236"
Seasonal Influenza,States,Iowa,2017-18,Adult Students/Trainees and Volunteers,92,,"16,760"
Seasonal Influenza,States,Kansas,2017-18,Adult Students/Trainees and Volunteers,94.5,,"15,166"
Seasonal Influenza,States,Kentucky,2017-18,Adult Students/Trainees and Volunteers,91.8,,"18,947"
Seasonal Influenza,States,Louisiana,2017-18,Adult Students/Trainees and Volunteers,90,,"16,320"
Seasonal Influenza,States,Maine,2017-18,Adult Students/Trainees and Volunteers,83.1,,"4,053"
Seasonal Influenza,States,Maryland,2017-18,Adult Students/Trainees and Volunteers,96.4,,"16,630"
Seasonal Influenza,States,Massachusetts,2017-18,Adult Students/Trainees and Volunteers,93.4,,"29,674"
Seasonal Influenza,States,Michigan,2017-18,Adult Students/Trainees and Volunteers,89.3,,"31,949"
Seasonal Influenza,States,Minnesota,2017-18,Adult Students/Trainees and Volunteers,81.4,,"20,923"
Seasonal Influenza,States,Mississippi,2017-18,Adult Students/Trainees and Volunteers,87.8,,"10,307"
Seasonal Influenza,States,Missouri,2017-18,Adult Students/Trainees and Volunteers,84,,"33,344"
Seasonal Influenza,States,Montana,2017-18,Adult Students/Trainees and Volunteers,80.8,,"3,020"
Seasonal Influenza,States,Nebraska,2017-18,Adult Students/Trainees and Volunteers,77.9,,"15,370"
Seasonal Influenza,States,Nevada,2017-18,Adult Students/Trainees and Volunteers,90.3,,"8,479"
Seasonal Influenza,States,New Hampshire,2017-18,Adult Students/Trainees and Volunteers,95.4,,"6,329"
Seasonal Influenza,States,New Jersey,2017-18,Adult Students/Trainees and Volunteers,88.8,,"27,035"
Seasonal Influenza,States,New Mexico,2017-18,Adult Students/Trainees and Volunteers,91.6,,"6,684"
Seasonal Influenza,States,New York,2017-18,Adult Students/Trainees and Volunteers,87.3,,"80,015"
Seasonal Influenza,States,North Carolina,2017-18,Adult Students/Trainees and Volunteers,88.6,,"37,374"
Seasonal Influenza,States,North Dakota,2017-18,Adult Students/Trainees and Volunteers,93.2,,"4,670"
Seasonal Influenza,States,Ohio,2017-18,Adult Students/Trainees and Volunteers,86.7,,"49,188"
Seasonal Influenza,States,Oklahoma,2017-18,Adult Students/Trainees and Volunteers,94.3,,"14,853"
Seasonal Influenza,States,Oregon,2017-18,Adult Students/Trainees and Volunteers,74.9,,"12,522"
Seasonal Influenza,States,Pennsylvania,2017-18,Adult Students/Trainees and Volunteers,95.7,,"53,804"
Seasonal Influenza,National,United States,2017-18,Adult Students/Trainees and Volunteers,89.1,,"1,169,097"
Seasonal Influenza,States,Rhode Island,2017-18,Adult Students/Trainees and Volunteers,98.8,,"5,671"
Seasonal Influenza,States,South Carolina,2017-18,Adult Students/Trainees and Volunteers,86.3,,"14,708"
Seasonal Influenza,States,South Dakota,2017-18,Adult Students/Trainees and Volunteers,94.5,,"4,920"
Seasonal Influenza,States,Tennessee,2017-18,Adult Students/Trainees and Volunteers,91.3,,"29,818"
Seasonal Influenza,States,Texas,2017-18,Adult Students/Trainees and Volunteers,89,,"70,409"
Seasonal Influenza,States,Utah,2017-18,Adult Students/Trainees and Volunteers,91.7,,"14,085"
Seasonal Influenza,States,Vermont,2017-18,Adult Students/Trainees and Volunteers,66.9,,"2,919"
Seasonal Influenza,States,Virginia,2017-18,Adult Students/Trainees and Volunteers,89,,"25,246"
Seasonal Influenza,States,Washington,2017-18,Adult Students/Trainees and Volunteers,89.2,,"22,293"
Seasonal Influenza,States,West Virginia,2017-18,Adult Students/Trainees and Volunteers,91.9,,"7,719"
Seasonal Influenza,States,Wisconsin,2017-18,Adult Students/Trainees and Volunteers,95.9,,"35,952"
Seasonal Influenza,States,Wyoming,2017-18,Adult Students/Trainees and Volunteers,90.6,,"2,124"
Seasonal Influenza,States,Alabama,2018-19,Adult Students/Trainees and Volunteers,93.7,,"18,763"
Seasonal Influenza,States,Alaska,2018-19,Adult Students/Trainees and Volunteers,77.1,,"2,536"
Seasonal Influenza,States,Arizona,2018-19,Adult Students/Trainees and Volunteers,92.8,,"15,625"
Seasonal Influenza,States,Arkansas,2018-19,Adult Students/Trainees and Volunteers,88.4,,"17,488"
Seasonal Influenza,States,California,2018-19,Adult Students/Trainees and Volunteers,85.7,,"117,491"
Seasonal Influenza,States,Colorado,2018-19,Adult Students/Trainees and Volunteers,93.2,,"14,440"
Seasonal Influenza,States,Connecticut,2018-19,Adult Students/Trainees and Volunteers,94.3,,"10,966"
Seasonal Influenza,States,Delaware,2018-19,Adult Students/Trainees and Volunteers,95.9,,"4,837"
Seasonal Influenza,States,District of Columbia,2018-19,Adult Students/Trainees and Volunteers,90.1,,"1,848"
Seasonal Influenza,States,Florida,2018-19,Adult Students/Trainees and Volunteers,88.9,,"82,932"
Seasonal Influenza,States,Georgia,2018-19,Adult Students/Trainees and Volunteers,96.2,,"26,127"
Seasonal Influenza,States,Hawaii,2018-19,Adult Students/Trainees and Volunteers,90.6,,"2,791"
Seasonal Influenza,States,Idaho,2018-19,Adult Students/Trainees and Volunteers,95.6,,"6,522"
Seasonal Influenza,States,Illinois,2018-19,Adult Students/Trainees and Volunteers,94.5,,"51,261"
Seasonal Influenza,States,Indiana,2018-19,Adult Students/Trainees and Volunteers,91.2,,"32,663"
Seasonal Influenza,States,Iowa,2018-19,Adult Students/Trainees and Volunteers,94.5,,"17,699"
Seasonal Influenza,States,Kansas,2018-19,Adult Students/Trainees and Volunteers,95.8,,"14,084"
Seasonal Influenza,States,Kentucky,2018-19,Adult Students/Trainees and Volunteers,94.3,,"20,848"
Seasonal Influenza,States,Louisiana,2018-19,Adult Students/Trainees and Volunteers,90.6,,"17,572"
Seasonal Influenza,States,Maine,2018-19,Adult Students/Trainees and Volunteers,87.2,,"3,874"
Seasonal Influenza,States,Maryland,2018-19,Adult Students/Trainees and Volunteers,98.4,,"14,114"
Seasonal Influenza,States,Massachusetts,2018-19,Adult Students/Trainees and Volunteers,97.3,,"31,762"
Seasonal Influenza,States,Michigan,2018-19,Adult Students/Trainees and Volunteers,92,,"35,335"
Seasonal Influenza,States,Minnesota,2018-19,Adult Students/Trainees and Volunteers,83.3,,"20,926"
Seasonal Influenza,States,Mississippi,2018-19,Adult Students/Trainees and Volunteers,95.4,,"11,065"
Seasonal Influenza,States,Missouri,2018-19,Adult Students/Trainees and Volunteers,88.2,,"36,085"
Seasonal Influenza,States,Montana,2018-19,Adult Students/Trainees and Volunteers,88.9,,"3,776"
Seasonal Influenza,States,Nebraska,2018-19,Adult Students/Trainees and Volunteers,89.8,,"13,022"
Seasonal Influenza,States,Nevada,2018-19,Adult Students/Trainees and Volunteers,91.1,,"7,036"
Seasonal Influenza,States,New Hampshire,2018-19,Adult Students/Trainees and Volunteers,96.3,,"6,036"
Seasonal Influenza,States,New Jersey,2018-19,Adult Students/Trainees and Volunteers,91.5,,"26,891"
Seasonal Influenza,States,New Mexico,2018-19,Adult Students/Trainees and Volunteers,93,,"7,816"
Seasonal Influenza,States,New York,2018-19,Adult Students/Trainees and Volunteers,88,,"70,296"
Seasonal Influenza,States,North Carolina,2018-19,Adult Students/Trainees and Volunteers,82.1,,"37,219"
Seasonal Influenza,States,North Dakota,2018-19,Adult Students/Trainees and Volunteers,94.1,,"7,963"
Seasonal Influenza,States,Ohio,2018-19,Adult Students/Trainees and Volunteers,89.4,,"55,729"
Seasonal Influenza,States,Oklahoma,2018-19,Adult Students/Trainees and Volunteers,96.7,,"16,274"
Seasonal Influenza,States,Oregon,2018-19,Adult Students/Trainees and Volunteers,80.7,,"13,040"
Seasonal Influenza,States,Pennsylvania,2018-19,Adult Students/Trainees and Volunteers,96.1,,"51,331"
Seasonal Influenza,National,United States,2018-19,Adult Students/Trainees and Volunteers,91.1,,"1,184,849"
Seasonal Influenza,States,Rhode Island,2018-19,Adult Students/Trainees and Volunteers,99.1,,"6,478"
Seasonal Influenza,States,South Carolina,2018-19,Adult Students/Trainees and Volunteers,86.9,,"16,661"
Seasonal Influenza,States,South Dakota,2018-19,Adult Students/Trainees and Volunteers,95.8,,"4,974"
Seasonal Influenza,States,Tennessee,2018-19,Adult Students/Trainees and Volunteers,97.2,,"27,848"
Seasonal Influenza,States,Texas,2018-19,Adult Students/Trainees and Volunteers,92.8,,"71,872"
Seasonal Influenza,States,Utah,2018-19,Adult Students/Trainees and Volunteers,89.1,,"11,877"
Seasonal Influenza,States,Vermont,2018-19,Adult Students/Trainees and Volunteers,80.6,,"2,933"
Seasonal Influenza,States,Virginia,2018-19,Adult Students/Trainees and Volunteers,92.4,,"25,739"
Seasonal Influenza,States,Washington,2018-19,Adult Students/Trainees and Volunteers,86.5,,"19,953"
Seasonal Influenza,States,West Virginia,2018-19,Adult Students/Trainees and Volunteers,96.8,,"9,204"
Seasonal Influenza,States,Wisconsin,2018-19,Adult Students/Trainees and Volunteers,97.2,,"39,083"
Seasonal Influenza,States,Wyoming,2018-19,Adult Students/Trainees and Volunteers,80,,"2,144"
Seasonal Influenza,States,Alabama,2020-21,Adult Students/Trainees and Volunteers,96.2,,"12,883"
Seasonal Influenza,States,Alaska,2020-21,Adult Students/Trainees and Volunteers,77,,"1,059"
Seasonal Influenza,States,Arizona,2020-21,Adult Students/Trainees and Volunteers,44.9,,"7,849"
Seasonal Influenza,States,Arkansas,2020-21,Adult Students/Trainees and Volunteers,87.8,,"9,563"
Seasonal Influenza,States,California,2020-21,Adult Students/Trainees and Volunteers,75.1,,"54,803"
Seasonal Influenza,States,Colorado,2020-21,Adult Students/Trainees and Volunteers,90,,"10,483"
Seasonal Influenza,States,Connecticut,2020-21,Adult Students/Trainees and Volunteers,91.2,,"9,643"
Seasonal Influenza,States,Delaware,2020-21,Adult Students/Trainees and Volunteers,98.3,,"2,981"
Seasonal Influenza,States,District of Columbia,2020-21,Adult Students/Trainees and Volunteers,75.5,,"1,419"
Seasonal Influenza,States,Florida,2020-21,Adult Students/Trainees and Volunteers,84.4,,"38,197"
Seasonal Influenza,States,Georgia,2020-21,Adult Students/Trainees and Volunteers,85.7,,"15,408"
Seasonal Influenza,States,Hawaii,2020-21,Adult Students/Trainees and Volunteers,91.6,,"3,247"
Seasonal Influenza,States,Idaho,2020-21,Adult Students/Trainees and Volunteers,97.1,,"3,790"
Seasonal Influenza,States,Illinois,2020-21,Adult Students/Trainees and Volunteers,91.8,,"27,205"
Seasonal Influenza,States,Indiana,2020-21,Adult Students/Trainees and Volunteers,87.1,,"19,387"
Seasonal Influenza,States,Iowa,2020-21,Adult Students/Trainees and Volunteers,90,,"11,302"
Seasonal Influenza,States,Kansas,2020-21,Adult Students/Trainees and Volunteers,93.1,,"8,491"
Seasonal Influenza,States,Kentucky,2020-21,Adult Students/Trainees and Volunteers,96.3,,"19,302"
Seasonal Influenza,States,Louisiana,2020-21,Adult Students/Trainees and Volunteers,81.9,,"17,478"
Seasonal Influenza,States,Maine,2020-21,Adult Students/Trainees and Volunteers,96.2,,"1,629"
Seasonal Influenza,States,Maryland,2020-21,Adult Students/Trainees and Volunteers,95.4,,"8,815"
Seasonal Influenza,States,Massachusetts,2020-21,Adult Students/Trainees and Volunteers,92.3,,"19,295"
Seasonal Influenza,States,Michigan,2020-21,Adult Students/Trainees and Volunteers,82.7,,"16,010"
Seasonal Influenza,States,Minnesota,2020-21,Adult Students/Trainees and Volunteers,84.3,,"10,163"
Seasonal Influenza,States,Mississippi,2020-21,Adult Students/Trainees and Volunteers,97.4,,"7,246"
Seasonal Influenza,States,Missouri,2020-21,Adult Students/Trainees and Volunteers,91.9,,"17,398"
Seasonal Influenza,States,Montana,2020-21,Adult Students/Trainees and Volunteers,92.5,,"2,473"
Seasonal Influenza,States,Nebraska,2020-21,Adult Students/Trainees and Volunteers,78.5,,"10,870"
Seasonal Influenza,States,Nevada,2020-21,Adult Students/Trainees and Volunteers,93.6,,"4,475"
Seasonal Influenza,States,New Hampshire,2020-21,Adult Students/Trainees and Volunteers,97.8,,"3,710"
Seasonal Influenza,States,New Jersey,2020-21,Adult Students/Trainees and Volunteers,95.7,,"14,302"
Seasonal Influenza,States,New Mexico,2020-21,Adult Students/Trainees and Volunteers,87.2,,"5,146"
Seasonal Influenza,States,New York,2020-21,Adult Students/Trainees and Volunteers,78.1,,"40,935"
Seasonal Influenza,States,North Carolina,2020-21,Adult Students/Trainees and Volunteers,94.9,,"23,795"
Seasonal Influenza,States,North Dakota,2020-21,Adult Students/Trainees and Volunteers,98.8,,"5,947"
Seasonal Influenza,States,Ohio,2020-21,Adult Students/Trainees and Volunteers,95.7,,"39,671"
Seasonal Influenza,States,Oklahoma,2020-21,Adult Students/Trainees and Volunteers,93.8,,"9,728"
Seasonal Influenza,States,Oregon,2020-21,Adult Students/Trainees and Volunteers,28.1,,"11,550"
Seasonal Influenza,States,Pennsylvania,2020-21,Adult Students/Trainees and Volunteers,97.9,,"28,119"
Seasonal Influenza,National,United States,2020-21,Adult Students/Trainees and Volunteers,87.4,,"714,789"
Seasonal Influenza,States,Rhode Island,2020-21,Adult Students/Trainees and Volunteers,97,,"4,820"
Seasonal Influenza,States,South Carolina,2020-21,Adult Students/Trainees and Volunteers,91.6,,"12,614"
Seasonal Influenza,States,South Dakota,2020-21,Adult Students/Trainees and Volunteers,98.6,,"3,054"
Seasonal Influenza,States,Tennessee,2020-21,Adult Students/Trainees and Volunteers,97.5,,"25,095"
Seasonal Influenza,States,Texas,2020-21,Adult Students/Trainees and Volunteers,82.3,,"46,970"
Seasonal Influenza,States,Utah,2020-21,Adult Students/Trainees and Volunteers,94.8,,"11,339"
Seasonal Influenza,States,Vermont,2020-21,Adult Students/Trainees and Volunteers,89.6,,"1,645"
Seasonal Influenza,States,Virginia,2020-21,Adult Students/Trainees and Volunteers,89.8,,"12,854"
Seasonal Influenza,States,Washington,2020-21,Adult Students/Trainees and Volunteers,86.2,,"11,800"
Seasonal Influenza,States,West Virginia,2020-21,Adult Students/Trainees and Volunteers,91.8,,"6,235"
Seasonal Influenza,States,Wisconsin,2020-21,Adult Students/Trainees and Volunteers,96.2,,"21,234"
Seasonal Influenza,States,Wyoming,2020-21,Adult Students/Trainees and Volunteers,72.4,,"1,362"
